Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_line,Center Name,condition,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,Lane,LibraryLayout,LibrarySelection,LibrarySource,Organism,plate_position,Platform,ReleaseDate,create_date,version,sample_identity,Sample Name,source_name,SRA Study
SRR9659929,RNA-Seq,72,8277607,PRJNA553537,SAMN12237236,3276056,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421059,GSM3933718,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E5,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S197,GSM3933718,MCF7,SRP213890
SRR9659930,RNA-Seq,72,7128360,PRJNA553537,SAMN12237234,2829748,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421060,GSM3933719,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E6,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S198,GSM3933719,MCF7,SRP213890
SRR9659931,RNA-Seq,70,5150746,PRJNA553537,SAMN12237275,2089012,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421061,GSM3933720,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E7,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S217,GSM3933720,MCF7,SRP213890
SRR9659932,RNA-Seq,71,8040886,PRJNA553537,SAMN12237274,3188268,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421062,GSM3933721,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E8,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S218,GSM3933721,MCF7,SRP213890
SRR9659933,RNA-Seq,72,13776379,PRJNA553537,SAMN12237273,5380033,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421063,GSM3933722,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S219,GSM3933722,MCF7,SRP213890
SRR9659934,RNA-Seq,71,7260794,PRJNA553537,SAMN12237531,2884358,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421064,GSM3933723,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F1,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S241,GSM3933723,MCF7,SRP213890
SRR9659935,RNA-Seq,74,12932,PRJNA553537,SAMN12237530,87100,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421065,GSM3933724,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F10,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S268,GSM3933724,MCF7,SRP213890
SRR9659936,RNA-Seq,72,20404941,PRJNA553537,SAMN12237529,7899400,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421066,GSM3933725,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F11,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S269,GSM3933725,MCF7,SRP213890
SRR9659937,RNA-Seq,74,108627050,PRJNA553537,SAMN12237528,42169504,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421067,GSM3933726,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F12,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S270,GSM3933726,MCF7,SRP213890
SRR9659938,RNA-Seq,71,7331603,PRJNA553537,SAMN12237527,2896539,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421068,GSM3933727,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F2,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S242,GSM3933727,MCF7,SRP213890
SRR9659939,RNA-Seq,72,20367709,PRJNA553537,SAMN12237526,7874766,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421069,GSM3933728,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F3,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S243,GSM3933728,MCF7,SRP213890
SRR9659940,RNA-Seq,73,50519036,PRJNA553537,SAMN12237525,19376872,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421070,GSM3933729,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F4,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S244,GSM3933729,MCF7,SRP213890
SRR9659941,RNA-Seq,74,95341084,PRJNA553537,SAMN12237524,36574645,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421071,GSM3933730,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F5,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S245,GSM3933730,MCF7,SRP213890
SRR9659942,RNA-Seq,74,139923146,PRJNA553537,SAMN12237523,53828821,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420723,GSM3933731,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F6,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S246,GSM3933731,MCF7,SRP213890
SRR9659943,RNA-Seq,68,2787039,PRJNA553537,SAMN12237522,1191632,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420724,GSM3933732,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F7,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S265,GSM3933732,MCF7,SRP213890
SRR9659944,RNA-Seq,68,2082025,PRJNA553537,SAMN12237521,907267,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420725,GSM3933733,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F8,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S266,GSM3933733,MCF7,SRP213890
SRR9659945,RNA-Seq,73,62490998,PRJNA553537,SAMN12237520,24063731,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420726,GSM3933734,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S267,GSM3933734,MCF7,SRP213890
SRR9659946,RNA-Seq,64,336995,PRJNA553537,SAMN12237519,220215,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420727,GSM3933735,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G1,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S289,GSM3933735,MCF7,SRP213890
SRR9659947,RNA-Seq,73,35425844,PRJNA553537,SAMN12237518,13575714,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420728,GSM3933736,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G10,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S316,GSM3933736,MCF7,SRP213890
SRR9659948,RNA-Seq,70,5697427,PRJNA553537,SAMN12237517,2297260,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420729,GSM3933737,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G11,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S317,GSM3933737,MCF7,SRP213890
SRR9659949,RNA-Seq,74,1711,PRJNA553537,SAMN12237516,83122,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420730,GSM3933738,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G12,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S318,GSM3933738,MCF7,SRP213890
SRR9659950,RNA-Seq,73,13288418,PRJNA553537,SAMN12237515,5115564,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420731,GSM3933739,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G2,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S290,GSM3933739,MCF7,SRP213890
SRR9659951,RNA-Seq,70,5838648,PRJNA553537,SAMN12237514,2352857,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420732,GSM3933740,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G3,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S291,GSM3933740,MCF7,SRP213890
SRR9659952,RNA-Seq,71,8614874,PRJNA553537,SAMN12237558,3397228,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420733,GSM3933741,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G4,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S292,GSM3933741,MCF7,SRP213890
SRR9659953,RNA-Seq,69,141555,PRJNA553537,SAMN12237557,141849,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420734,GSM3933742,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G5,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S293,GSM3933742,MCF7,SRP213890
SRR9659954,RNA-Seq,73,28461543,PRJNA553537,SAMN12237556,10968129,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420735,GSM3933743,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G6,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S294,GSM3933743,MCF7,SRP213890
SRR9659955,RNA-Seq,67,1686515,PRJNA553537,SAMN12237555,755297,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420736,GSM3933744,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G7,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S313,GSM3933744,MCF7,SRP213890
SRR9659956,RNA-Seq,74,62508230,PRJNA553537,SAMN12237554,24009895,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420737,GSM3933745,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G8,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S314,GSM3933745,MCF7,SRP213890
SRR9659957,RNA-Seq,72,9296393,PRJNA553537,SAMN12237553,3657149,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420738,GSM3933746,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S315,GSM3933746,MCF7,SRP213890
SRR9659958,RNA-Seq,75,75,PRJNA553537,SAMN12237552,77244,MCF7,GEO,Norm,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420739,GSM3933747,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H1,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S337,GSM3933747,MCF7,SRP213890
SRR9659959,RNA-Seq,74,108830331,PRJNA553537,SAMN12237551,41937754,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420740,GSM3933748,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H10,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S364,GSM3933748,MCF7,SRP213890
SRR9659960,RNA-Seq,74,97283889,PRJNA553537,SAMN12237550,37531438,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420741,GSM3933749,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H11,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S365,GSM3933749,MCF7,SRP213890
SRR9659961,RNA-Seq,74,121870524,PRJNA553537,SAMN12237549,47483589,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420742,GSM3933750,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H12,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S366,GSM3933750,MCF7,SRP213890
SRR9659962,RNA-Seq,67,1069574,PRJNA553537,SAMN12237548,511800,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420743,GSM3933751,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H2,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S338,GSM3933751,MCF7,SRP213890
SRR9659963,RNA-Seq,72,7461685,PRJNA553537,SAMN12237547,2966319,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420744,GSM3933752,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H3,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S339,GSM3933752,MCF7,SRP213890
SRR9659964,RNA-Seq,73,29359322,PRJNA553537,SAMN12237546,11299907,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420745,GSM3933753,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H4,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S340,GSM3933753,MCF7,SRP213890
SRR9659965,RNA-Seq,70,60548,PRJNA553537,SAMN12237545,110052,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420746,GSM3933754,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H5,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S341,GSM3933754,MCF7,SRP213890
SRR9659966,RNA-Seq,74,97755627,PRJNA553537,SAMN12237544,37994435,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420747,GSM3933755,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H6,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S342,GSM3933755,MCF7,SRP213890
SRR9659967,RNA-Seq,61,152319,PRJNA553537,SAMN12237543,147199,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420748,GSM3933756,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H7,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S361,GSM3933756,MCF7,SRP213890
SRR9659968,RNA-Seq,61,425118,PRJNA553537,SAMN12237542,260400,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420749,GSM3933757,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H8,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S362,GSM3933757,MCF7,SRP213890
SRR9659969,RNA-Seq,73,50059787,PRJNA553537,SAMN12237541,19227577,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420750,GSM3933758,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S363,GSM3933758,MCF7,SRP213890
SRR9659970,RNA-Seq,74,126878673,PRJNA553537,SAMN12237540,48906453,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420751,GSM3933759,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,A1,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S7,GSM3933759,MCF7,SRP213890
SRR9659971,RNA-Seq,74,143489245,PRJNA553537,SAMN12237539,55305473,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420752,GSM3933760,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,A10,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S34,GSM3933760,MCF7,SRP213890
SRR9659972,RNA-Seq,74,98266443,PRJNA553537,SAMN12237538,37961906,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420753,GSM3933761,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,A11,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S35,GSM3933761,MCF7,SRP213890
SRR9659973,RNA-Seq,74,144362031,PRJNA553537,SAMN12237537,55397081,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420754,GSM3933762,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,A12,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S36,GSM3933762,MCF7,SRP213890
SRR9659974,RNA-Seq,74,124898765,PRJNA553537,SAMN12237536,48089558,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420783,GSM3933763,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,A2,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S8,GSM3933763,MCF7,SRP213890
SRR9659975,RNA-Seq,74,91817163,PRJNA553537,SAMN12237535,35505566,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420784,GSM3933764,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,A3,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S9,GSM3933764,MCF7,SRP213890
SRR9659976,RNA-Seq,74,72700511,PRJNA553537,SAMN12237534,28102076,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420785,GSM3933765,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,A4,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S10,GSM3933765,MCF7,SRP213890
SRR9659977,RNA-Seq,74,107640687,PRJNA553537,SAMN12237580,41469353,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420786,GSM3933766,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,A5,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S11,GSM3933766,MCF7,SRP213890
SRR9659978,RNA-Seq,74,116778412,PRJNA553537,SAMN12237579,44956814,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420787,GSM3933767,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,A6,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S12,GSM3933767,MCF7,SRP213890
SRR9659979,RNA-Seq,74,122292658,PRJNA553537,SAMN12237578,47126479,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420788,GSM3933768,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,A7,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S31,GSM3933768,MCF7,SRP213890
SRR9659980,RNA-Seq,74,162165684,PRJNA553537,SAMN12237577,62160418,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420789,GSM3933769,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,A8,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S32,GSM3933769,MCF7,SRP213890
SRR9659981,RNA-Seq,74,155469238,PRJNA553537,SAMN12237576,60264585,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420790,GSM3933770,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,A9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S33,GSM3933770,MCF7,SRP213890
SRR9659982,RNA-Seq,74,92675701,PRJNA553537,SAMN12237575,35906711,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420791,GSM3933771,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B1,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S55,GSM3933771,MCF7,SRP213890
SRR9659983,RNA-Seq,74,113460487,PRJNA553537,SAMN12237574,43692716,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420792,GSM3933772,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B10,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S82,GSM3933772,MCF7,SRP213890
SRR9659984,RNA-Seq,74,146850460,PRJNA553537,SAMN12237573,56461928,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420793,GSM3933773,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B11,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S83,GSM3933773,MCF7,SRP213890
SRR9659985,RNA-Seq,74,144985660,PRJNA553537,SAMN12237571,55721879,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420794,GSM3933774,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B12,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S84,GSM3933774,MCF7,SRP213890
SRR9659986,RNA-Seq,74,84909509,PRJNA553537,SAMN12237570,32935672,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420795,GSM3933775,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B2,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S56,GSM3933775,MCF7,SRP213890
SRR9659987,RNA-Seq,74,126435672,PRJNA553537,SAMN12237568,48993489,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420796,GSM3933776,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B3,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S57,GSM3933776,MCF7,SRP213890
