Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_line,Center Name,condition,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,Lane,LibraryLayout,LibrarySelection,LibrarySource,Organism,plate_position,Platform,ReleaseDate,create_date,version,sample_identity,Sample Name,source_name,SRA Study
SRR9659811,RNA-Seq,74,133544414,PRJNA553537,SAMN12237165,51539869,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421027,GSM3933974,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S93,GSM3933974,MCF7,SRP213890
SRR9659812,RNA-Seq,74,120391085,PRJNA553537,SAMN12237164,46316486,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421028,GSM3933975,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C1,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S115,GSM3933975,MCF7,SRP213890
SRR9659813,RNA-Seq,74,92670276,PRJNA553537,SAMN12237162,35768661,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421029,GSM3933976,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C10,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S142,GSM3933976,MCF7,SRP213890
SRR9659814,RNA-Seq,74,99092453,PRJNA553537,SAMN12237161,38321257,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421030,GSM3933977,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C11,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S143,GSM3933977,MCF7,SRP213890
SRR9659815,RNA-Seq,74,103173808,PRJNA553537,SAMN12237160,39534612,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421031,GSM3933978,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C12,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S144,GSM3933978,MCF7,SRP213890
SRR9659816,RNA-Seq,74,118304591,PRJNA553537,SAMN12237159,45507976,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421032,GSM3933979,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C2,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S116,GSM3933979,MCF7,SRP213890
SRR9659817,RNA-Seq,74,86247470,PRJNA553537,SAMN12237158,33279497,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421033,GSM3933980,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C3,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S117,GSM3933980,MCF7,SRP213890
SRR9659818,RNA-Seq,74,118697684,PRJNA553537,SAMN12237157,45650249,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421034,GSM3933981,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C4,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S118,GSM3933981,MCF7,SRP213890
SRR9659819,RNA-Seq,74,102407469,PRJNA553537,SAMN12237156,39448677,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421035,GSM3933982,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C5,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S119,GSM3933982,MCF7,SRP213890
SRR9659820,RNA-Seq,74,49674642,PRJNA553537,SAMN12237155,19000345,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421036,GSM3933983,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C6,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S120,GSM3933983,MCF7,SRP213890
SRR9659821,RNA-Seq,74,97578193,PRJNA553537,SAMN12237154,37722626,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421037,GSM3933984,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C7,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S139,GSM3933984,MCF7,SRP213890
SRR9659822,RNA-Seq,74,109423254,PRJNA553537,SAMN12237153,42117199,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421038,GSM3933985,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C8,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S140,GSM3933985,MCF7,SRP213890
SRR9659823,RNA-Seq,74,89378532,PRJNA553537,SAMN12237152,34489778,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421039,GSM3933986,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S141,GSM3933986,MCF7,SRP213890
SRR9659824,RNA-Seq,74,58856963,PRJNA553537,SAMN12237151,22702772,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421072,GSM3933987,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D1,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S163,GSM3933987,MCF7,SRP213890
SRR9659825,RNA-Seq,74,73804021,PRJNA553537,SAMN12237148,28430274,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421073,GSM3933988,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D10,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S190,GSM3933988,MCF7,SRP213890
SRR9659826,RNA-Seq,74,50994561,PRJNA553537,SAMN12237147,19911765,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421074,GSM3933989,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D11,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S191,GSM3933989,MCF7,SRP213890
SRR9659827,RNA-Seq,74,90406248,PRJNA553537,SAMN12237189,34819395,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421075,GSM3933990,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D12,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S192,GSM3933990,MCF7,SRP213890
SRR9659828,RNA-Seq,74,100261723,PRJNA553537,SAMN12237188,38384466,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421076,GSM3933991,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D2,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S164,GSM3933991,MCF7,SRP213890
SRR9659829,RNA-Seq,74,41318857,PRJNA553537,SAMN12237187,15935260,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421077,GSM3933992,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D3,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S165,GSM3933992,MCF7,SRP213890
SRR9659830,RNA-Seq,74,89683110,PRJNA553537,SAMN12237150,34357134,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421078,GSM3933993,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D4,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S166,GSM3933993,MCF7,SRP213890
SRR9659831,RNA-Seq,74,60787048,PRJNA553537,SAMN12237149,23475495,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421079,GSM3933994,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D5,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S167,GSM3933994,MCF7,SRP213890
SRR9659832,RNA-Seq,74,79383674,PRJNA553537,SAMN12237186,30501103,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421080,GSM3933995,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D6,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S168,GSM3933995,MCF7,SRP213890
SRR9659833,RNA-Seq,74,51924921,PRJNA553537,SAMN12237185,20155446,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421081,GSM3933996,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D7,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S187,GSM3933996,MCF7,SRP213890
SRR9659834,RNA-Seq,74,107216611,PRJNA553537,SAMN12237184,41320974,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421082,GSM3933997,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D8,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S188,GSM3933997,MCF7,SRP213890
SRR9659835,RNA-Seq,74,64762217,PRJNA553537,SAMN12237183,25001125,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421083,GSM3933998,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S189,GSM3933998,MCF7,SRP213890
SRR9659836,RNA-Seq,74,79452922,PRJNA553537,SAMN12237182,30876236,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421084,GSM3933999,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E1,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S211,GSM3933999,MCF7,SRP213890
SRR9659837,RNA-Seq,74,95174181,PRJNA553537,SAMN12237181,36378141,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421085,GSM3934000,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E10,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S238,GSM3934000,MCF7,SRP213890
SRR9659838,RNA-Seq,74,57827350,PRJNA553537,SAMN12237180,22136797,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421086,GSM3934001,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E11,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S239,GSM3934001,MCF7,SRP213890
SRR9659839,RNA-Seq,74,39302735,PRJNA553537,SAMN12237179,15086816,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421087,GSM3934002,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E12,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S240,GSM3934002,MCF7,SRP213890
SRR9659840,RNA-Seq,74,91262885,PRJNA553537,SAMN12237178,35329941,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421088,GSM3934003,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E2,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S212,GSM3934003,MCF7,SRP213890
SRR9659841,RNA-Seq,74,67479213,PRJNA553537,SAMN12237644,26278997,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421089,GSM3934004,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E3,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S213,GSM3934004,MCF7,SRP213890
SRR9659842,RNA-Seq,74,108089370,PRJNA553537,SAMN12237643,41745303,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421090,GSM3934005,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E4,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S214,GSM3934005,MCF7,SRP213890
SRR9659843,RNA-Seq,74,68744548,PRJNA553537,SAMN12237642,26712269,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421091,GSM3934006,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E5,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S215,GSM3934006,MCF7,SRP213890
SRR9659844,RNA-Seq,74,64049889,PRJNA553537,SAMN12237641,24752359,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421092,GSM3934007,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E6,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S216,GSM3934007,MCF7,SRP213890
SRR9659845,RNA-Seq,74,91782161,PRJNA553537,SAMN12237640,35190546,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421093,GSM3934008,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E7,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S235,GSM3934008,MCF7,SRP213890
SRR9659846,RNA-Seq,74,134957949,PRJNA553537,SAMN12237762,51939951,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421094,GSM3934009,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E8,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S236,GSM3934009,MCF7,SRP213890
SRR9659847,RNA-Seq,74,89518511,PRJNA553537,SAMN12237761,34231658,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421095,GSM3934010,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S237,GSM3934010,MCF7,SRP213890
SRR9659848,RNA-Seq,74,119520910,PRJNA553537,SAMN12237760,45972323,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421096,GSM3934011,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F1,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S259,GSM3934011,MCF7,SRP213890
SRR9659849,RNA-Seq,74,31587198,PRJNA553537,SAMN12237759,12219248,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421097,GSM3934012,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F10,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S286,GSM3934012,MCF7,SRP213890
SRR9659850,RNA-Seq,74,81782588,PRJNA553537,SAMN12237758,31463628,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421098,GSM3934013,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F11,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S287,GSM3934013,MCF7,SRP213890
SRR9659851,RNA-Seq,74,63389702,PRJNA553537,SAMN12237757,24204525,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421099,GSM3934014,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F12,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S288,GSM3934014,MCF7,SRP213890
SRR9659852,RNA-Seq,74,120194457,PRJNA553537,SAMN12237756,46216409,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421100,GSM3934015,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F2,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S260,GSM3934015,MCF7,SRP213890
SRR9659853,RNA-Seq,74,67937852,PRJNA553537,SAMN12237755,26260195,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421101,GSM3934016,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F3,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S261,GSM3934016,MCF7,SRP213890
SRR9659854,RNA-Seq,74,66262359,PRJNA553537,SAMN12237754,25337741,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421102,GSM3934017,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F4,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S262,GSM3934017,MCF7,SRP213890
SRR9659855,RNA-Seq,74,96373384,PRJNA553537,SAMN12237753,37124608,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421103,GSM3934018,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F5,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S263,GSM3934018,MCF7,SRP213890
SRR9659856,RNA-Seq,74,85064026,PRJNA553537,SAMN12237752,32717847,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420755,GSM3934019,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F6,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S264,GSM3934019,MCF7,SRP213890
SRR9659857,RNA-Seq,74,57220694,PRJNA553537,SAMN12237751,22132809,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420756,GSM3934020,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F7,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S283,GSM3934020,MCF7,SRP213890
SRR9659858,RNA-Seq,74,98124849,PRJNA553537,SAMN12237750,37770990,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420757,GSM3934021,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F8,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S284,GSM3934021,MCF7,SRP213890
SRR9659859,RNA-Seq,74,50813213,PRJNA553537,SAMN12237634,19696093,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420758,GSM3934022,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,F9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S285,GSM3934022,MCF7,SRP213890
SRR9659860,RNA-Seq,74,81799410,PRJNA553537,SAMN12237639,31410871,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420759,GSM3934023,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G1,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S307,GSM3934023,MCF7,SRP213890
SRR9659861,RNA-Seq,74,65158473,PRJNA553537,SAMN12237638,25000691,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420760,GSM3934024,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G10,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S334,GSM3934024,MCF7,SRP213890
SRR9659862,RNA-Seq,74,42983266,PRJNA553537,SAMN12237637,16439784,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420761,GSM3934025,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G11,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S335,GSM3934025,MCF7,SRP213890
SRR9659863,RNA-Seq,74,88182133,PRJNA553537,SAMN12237636,33829239,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420762,GSM3934026,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G12,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S336,GSM3934026,MCF7,SRP213890
SRR9659864,RNA-Seq,74,102742124,PRJNA553537,SAMN12237635,39508196,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420763,GSM3934027,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G2,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S308,GSM3934027,MCF7,SRP213890
SRR9659865,RNA-Seq,74,95311907,PRJNA553537,SAMN12237633,36606663,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420764,GSM3934028,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G3,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S309,GSM3934028,MCF7,SRP213890
SRR9659866,RNA-Seq,74,90426537,PRJNA553537,SAMN12237632,34461215,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420765,GSM3934029,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G4,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S310,GSM3934029,MCF7,SRP213890
SRR9659867,RNA-Seq,74,89453968,PRJNA553537,SAMN12237631,34382311,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420766,GSM3934030,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G5,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S311,GSM3934030,MCF7,SRP213890
SRR9659868,RNA-Seq,74,82870847,PRJNA553537,SAMN12237630,31561420,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420767,GSM3934031,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G6,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S312,GSM3934031,MCF7,SRP213890
SRR9659869,RNA-Seq,74,59542075,PRJNA553537,SAMN12237629,22850084,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420768,GSM3934032,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G7,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S331,GSM3934032,MCF7,SRP213890
